domain,intent_group,intent,nn-NO,bm-NO,duration,transcription,spontaneous,channel_1,channel_2,speaker,dialect
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"kan du sende ei stemmemelding for meg der eg seier: ""skal me møtast i morgon?""","kan du sende ei stemmemelding for meg der jeg sier: ""skal vi møtes i morgen?""",6.897,kan du sende ei stemmemelding for meg der eg seier skal me møtast i morgon,False,KNV20211027-1300_mix_1330269_1337166_1.wav,KNV20211027-1300_mix_1330269_1337166_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"kan du sende ei talemelding der eg seier: ""me skal møtast i morgon""","kan du sende ei talemelding der jeg sier: ""vi skal møtes i morgen""",6.241,kan du sende ei talemelding der eg seier me skal møtast i morgon,False,KNV20211027-1300_mix_1337166_1343407_1.wav,KNV20211027-1300_mix_1337166_1343407_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"kan du sende ei talemelding til ho Anna og seie at: ""me skal møtast i morgon""","kan du sende ei talemelding til hun Anna og si at: ""vi skal møtes i morgen""",6.382,kan du sende ei talemelding til ho anna og seie at me skal møtast i morgon,False,KNV20211027-1300_mix_1343407_1349789_1.wav,KNV20211027-1300_mix_1343407_1349789_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"kan du ta og sende ei talemelding til ho Anna som seier: ""skal me møtast i morgon?""","kan du ta og sende ei talemelding til hun Anna som sier: ""skal vi møtes i morgen?""",6.945,kan du ta og sende ei talemelding til ho anna som seier skal me møtast i morgon,False,KNV20211027-1300_mix_1349789_1356734_1.wav,KNV20211027-1300_mix_1349789_1356734_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"kan du vere so snill å sende ei talemelding til ho Anna der eg seier: ""skal me møtast i morgon?""","kan du være så snill å sende ei talemelding til hun Anna der jeg sier: ""skal vi møtes i morgen?""",7.601,kan du vere so snill å sende ei talemelding til ho anna der eg seier skal me møtast i morgon,False,KNV20211027-1300_mix_1356734_1364335_1.wav,KNV20211027-1300_mix_1356734_1364335_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"send ho Anna ei talemelding der eg seier: ""skal me møtast i morgon?""","send hun Anna ei talemelding der jeg sier: ""skal vi møtes i morgen?""",6.929,send ho anna ei talemelding der eg seier skal me møtast i morgon,False,KNV20211027-1300_mix_1364335_1371264_1.wav,KNV20211027-1300_mix_1364335_1371264_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"send denne talemeldinga: ""skal me møtast i morgon?""","send denne talemeldingen: ""skal vi møtes i morgen?""",6.257,send denne talemeldingen skal me møtast i morgon,False,KNV20211027-1300_mix_1371293_1377550_1.wav,KNV20211027-1300_mix_1371293_1377550_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"send ei lydmelding til ho Anna der eg seier: ""skal me møtast i morgon?""","send ei lydmelding til hun Anna der jeg sier: ""skal vi møtes i morgen?""",5.336,send ei lydmelding til ho anna der eg seier skal me møtast i morgon,False,KNV20211027-1300_mix_1381560_1386896_1.wav,KNV20211027-1300_mix_1381560_1386896_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"send ei stemmemelding til ho Anna der eg seier: ""skal me møtast i morgon?""","send ei stemmemelding til hun Anna der jeg sier: ""skal vi møtes i morgen?""",6.466,send ei stemmemelding til ho anna der eg seier skal me møtast i morgon,False,KNV20211027-1300_mix_1386896_1393362_1.wav,KNV20211027-1300_mix_1386896_1393362_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"send ei talemelding ifrå meg til ho Anna og sei: ""skal me møtast i morgon?""","send ei talemelding ifra meg til hun Anna og si: ""skal vi møtes i morgen?""",6.592,send ei talemelding ifrå meg til ho anna og sei skal me møtast i morgon,False,KNV20211027-1300_mix_1393362_1399954_1.wav,KNV20211027-1300_mix_1393362_1399954_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"send ei talemelding som seier: ""skal me møtast i morgon?""","send ei talemelding som sier: ""skal vi møtes i morgen?""",5.654,send ei talemelding som seier skal me møtast i morgon,False,KNV20211027-1300_mix_1399954_1405608_1.wav,KNV20211027-1300_mix_1399954_1405608_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"send ei talemelding til ho Anna og spør: ""skal me møtast i morgon?""","send ei talemelding til hun Anna og spør: ""skal vi møtes i morgen?""",6.617,send ei talemelding til ho anna og spør skal me møtast i morgon,False,KNV20211027-1300_mix_1405608_1412225_1.wav,KNV20211027-1300_mix_1405608_1412225_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"send ei talemelding til ho Anna. Eg vil seie dette: ""skal me møtast i morgon?""","send ei talemelding til hun Anna. Jeg vil si dette: ""skal vi møtes i morgen?""",6.019,send ei talemelding til ho anna eg vil seie dette skal me møtast i morgon,False,KNV20211027-1300_mix_1415770_1421789_1.wav,KNV20211027-1300_mix_1415770_1421789_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"spel inn denne talemeldinga til ho Anna: ""skal me møtast i morgon?""","spill inn denne talemeldingen til hun Anna: ""skal vi møtes i morgen?""",6.531,spel inn denne talemeldingen til ho anna skal me møtast i morgon,False,KNV20211027-1300_mix_1421789_1428320_1.wav,KNV20211027-1300_mix_1421789_1428320_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"spel inn ei stemmemelding der eg seier: ""skal me møtast i morgon?""","spill inn ei stemmemelding der jeg sier: ""skal vi møtes i morgen?""",6.847,spel inn ei stemmemelding der eg seier skal me møtast i morgon,False,KNV20211027-1300_mix_1428320_1435167_1.wav,KNV20211027-1300_mix_1428320_1435167_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"spel inn ei talemelding til ho Anna for meg som seier: ""skal me møtast i morgon?""","spill inn ei talemelding til hun Anna for meg som sier: ""skal vi møtes i morgen?""",7.793,spel inn ei talemelding til ho anna for meg som seier skal me møtast i morgon,False,KNV20211027-1300_mix_1435167_1442960_1.wav,KNV20211027-1300_mix_1435167_1442960_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"ta opp ei lydmelding og send til ho Anna at: ""skal me møtast i morgon?""","ta opp ei lydmelding og send til hun Anna at: ""skal vi møtes i morgen?""",6.848,ta opp ei lydmelding og send til ho anna at skal me møtast i morgon,False,KNV20211027-1300_mix_1442960_1449808_1.wav,KNV20211027-1300_mix_1442960_1449808_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"ta opp ei melding med stemma og sei til ho Anna: ""skal me møtast i morgon?""","ta opp ei melding med stemmen og si til hun Anna: ""skal vi møtes i morgen?""",7.232,ta opp ei melding med stemma og sei til ho anna skal me møtast i morgon,False,KNV20211027-1300_mix_1449808_1457040_1.wav,KNV20211027-1300_mix_1449808_1457040_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"ta opp ei lydmelding og send til ho Anna at: ""me skal møtast i morgon""","ta opp ei lydmelding og send til hun Anna at: ""vi skal møtes i morgen""",4.778,ta opp ei lydmelding og send til ho anna at me skal møtast i morgon,False,KNV20211027-1300_mix_1462150_1466928_1.wav,KNV20211027-1300_mix_1462150_1466928_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"ta opp ei melding med stemma og send til Anna: ""me skal møtast i morgon""","ta opp ei melding med stemmen og send til Anna: ""vi skal møtes i morgen""",6.58,ta opp ei melding med stemma og send til anna me skal møtast i morgon,False,KNV20211027-1300_mix_1466928_1473508_1.wav,KNV20211027-1300_mix_1466928_1473508_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"ta opp ei talemelding som seier: ""skal me møtast i morgon?"" og send ho til ho Anna","ta opp ei talemelding som sier: ""skal vi møtes i morgen?"" og send den til hun Anna",7.118,ta opp ei talemelding som seier skal me møtast i morgon og send den til ho anna,False,KNV20211027-1300_mix_1473508_1480626_1.wav,KNV20211027-1300_mix_1473508_1480626_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"ver så snill å sende ei talemelding til ho Anna der eg skal seie: ""skal me møtast i morgon?""","vær så snill å sende ei talemelding til hun Anna der jeg skal si: ""skal vi møtes i morgen?""",7.494,ver så snill å sende ei talemelding til ho anna der eg skal seie skal me møtast i morgon,False,KNV20211027-1300_mix_1480626_1488120_1.wav,KNV20211027-1300_mix_1480626_1488120_2.wav,KNV,north-west
meldinger,meldinger,send talemelding [til <kontakt>] med <beskjed>,"ver so snill å ta opp ei talemelding til ho Anna som seier at: ""me skal møtast i morgon""","vær så snill å ta opp ei talemelding til hun Anna som sier at: ""vi skal møtes i morgen""",7.66,ver so snill å ta opp ei talemelding til ho anna som seier at me skal møtast i morgon,False,KNV20211027-1300_mix_1488120_1495780_1.wav,KNV20211027-1300_mix_1488120_1495780_2.wav,KNV,north-west
meldinger,meldinger,svar på melding [til <kontakt>],diktér eit svar til Anna,diktér et svar til Anna,3.617,diktér et svar til anna,False,KSV20211013-1300_mix_723340_726957_1.wav,KSV20211013-1300_mix_723340_726957_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],du kan godt svare på den meldinga,du kan godt svare på den meldingen,2.859,du kan godt svare på den meldingen,False,KSV20211013-1300_mix_726957_729816_1.wav,KSV20211013-1300_mix_726957_729816_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],du må senda eit svar på SMS-en til Anna,du må sende et svar på SMS-en til Anna,3.967,du må senda et svar på sms-en til anna,False,KSV20211013-1300_mix_729816_733783_1.wav,KSV20211013-1300_mix_729816_733783_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],du må skriva eit svar til meldinga frå Anna,du må skrive et svar til meldingen fra Anna,3.905,du må skriva et svar på meldingen fra anna,False,KSV20211013-1300_mix_733783_737688_1.wav,KSV20211013-1300_mix_733783_737688_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],du må svara på meldinga frå Anna,du må svare på meldingen fra Anna,3.06,du må svara på meldingen fra anna,False,KSV20211013-1300_mix_737688_740748_1.wav,KSV20211013-1300_mix_737688_740748_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],eg vil diktera eit svar på den SMS-en,jeg vil diktere et svar på den SMS-en,3.932,eg vil diktera et svar på den sms-en,False,KSV20211013-1300_mix_740748_744680_1.wav,KSV20211013-1300_mix_740748_744680_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],eg vil diktera eit svar til Anna,jeg vil diktere et svar til Anna,4.097,eg vil diktera et svar til anna,False,KSV20211013-1300_mix_744680_748777_1.wav,KSV20211013-1300_mix_744680_748777_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],eg vil gjerne svara på meldinga,jeg vil gjerne svare på meldingen,3.823,eg vil gjerne svara på meldingen,False,KSV20211013-1300_mix_748777_752600_1.wav,KSV20211013-1300_mix_748777_752600_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],eg vil senda eit svar på meldinga,jeg vil sende et svar på meldingen,2.758,eg vil senda et svar på meldingen,False,KSV20211013-1300_mix_752600_755358_1.wav,KSV20211013-1300_mix_752600_755358_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],eg vil skriva eit svar til Anna,jeg vil skrive et svar til Anna,3.722,eg vil skriva et svar til anna,False,KSV20211013-1300_mix_755358_759080_1.wav,KSV20211013-1300_mix_755358_759080_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],eg vil svara på denne meldinga frå Anna,jeg vil svare på denne meldingen fra Anna,4.384,eg vil svara på denne meldingen fra anna,False,KSV20211013-1300_mix_759080_763464_1.wav,KSV20211013-1300_mix_759080_763464_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],eg vil svara på meldinga,jeg vil svare på meldingen,3.632,eg vil svara på meldingen,False,KSV20211013-1300_mix_763464_767096_1.wav,KSV20211013-1300_mix_763464_767096_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du diktera ei melding som svar til Anna,kan du diktere en melding som svar til Anna,4.271,kan du diktera en melding som svar til anna,False,KSV20211013-1300_mix_767096_771367_1.wav,KSV20211013-1300_mix_767096_771367_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du diktera eit svar på den SMS-en,kan du diktere et svar på den SMS-en,4.225,kan du diktera et svar på den sms-en,False,KSV20211013-1300_mix_771367_775592_1.wav,KSV20211013-1300_mix_771367_775592_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du senda eit svar på Annas melding,kan du sende et svar på Annas melding,4.243,kan du senda et svar på annas melding,False,KSV20211013-1300_mix_775592_779835_1.wav,KSV20211013-1300_mix_775592_779835_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du skriva eit svar i ei melding til Anna frå meg,kan du skrive et svar i en melding til Anna fra meg,4.513,kan du skriva et svar i en melding til anna fra meg,False,KSV20211013-1300_mix_779835_784348_1.wav,KSV20211013-1300_mix_779835_784348_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du svara på den meldinga eg fekk frå Anna,kan du svare på den meldingen jeg fikk fra Anna,4.683,kan du svare på den meldingen eg fekk fra anna,False,KSV20211013-1300_mix_784348_789031_1.wav,KSV20211013-1300_mix_784348_789031_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du svara på meldinga frå Anna,kan du svare på meldingen fra Anna,4.207,kan du svara på meldingen fra anna,False,KSV20211013-1300_mix_789031_793238_1.wav,KSV20211013-1300_mix_789031_793238_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du svara på SMS-en,kan du svare på SMS-en,3.378,kan du svara på sms-en,False,KSV20211013-1300_mix_793238_796616_1.wav,KSV20211013-1300_mix_793238_796616_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du vere så snill å svara på den meldinga,kan du være så snill å svare på den meldingen,3.656,kan du være så snill å svara på den meldingen,False,KSV20211013-1300_mix_797280_800936_1.wav,KSV20211013-1300_mix_797280_800936_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan eg diktera eit svar på Anna si melding,kan jeg diktere et svar på Anna sin melding,4.653,kan eg diktera et svar på anna sin melding,False,KSV20211013-1300_mix_800936_805589_1.wav,KSV20211013-1300_mix_800936_805589_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],send eit svar på Annas melding,send et svar på Annas melding,2.849,send et svar på annas melding,False,KSV20211013-1300_mix_805589_808438_1.wav,KSV20211013-1300_mix_805589_808438_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],send eit svar på meldinga,send et svar på meldingen,3.199,send et svar på meldingen,False,KSV20211013-1300_mix_808438_811637_1.wav,KSV20211013-1300_mix_808438_811637_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],send eit svar på tekstmeldinga frå Anna,send et svar på tekstmeldingen fra Anna,3.905,send et svar på tekstmeldingen fra anna,False,KSV20211013-1300_mix_811637_815542_1.wav,KSV20211013-1300_mix_811637_815542_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],send eit svar til Anna takk,send et svar til Anna takk,3.087,send et svar til anna takk,False,KSV20211013-1300_mix_815542_818629_1.wav,KSV20211013-1300_mix_815542_818629_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],skriv ei melding som svar til Anna,skriv en melding som svar til Anna,3.441,skriv en melding som svar til anna,False,KSV20211013-1300_mix_818629_822070_1.wav,KSV20211013-1300_mix_818629_822070_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],skriv ein SMS og svar Anna,skriv en SMS og svar Anna,3.231,skriv en sms og svar anna,False,KSV20211013-1300_mix_822070_825301_1.wav,KSV20211013-1300_mix_822070_825301_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],skriv eit svar til Anna,skriv et svar til Anna,3.697,skriv et svar til anna,False,KSV20211013-1300_mix_825301_828998_1.wav,KSV20211013-1300_mix_825301_828998_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],skriv og send eit svar til Anna,skriv og send et svar til Anna,4.063,skriv og send et svar til anna,False,KSV20211013-1300_mix_828998_833061_1.wav,KSV20211013-1300_mix_828998_833061_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],svar Anna nå,svar Anna nå,2.913,svar anna nå,False,KSV20211013-1300_mix_833061_835974_1.wav,KSV20211013-1300_mix_833061_835974_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],svar Anna ver så snill,svar Anna vær så snill,2.207,svar anna vær så snill,False,KSV20211013-1300_mix_835974_838181_1.wav,KSV20211013-1300_mix_835974_838181_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],svar på Annas tekstmelding,svar på Annas tekstmelding,3.121,svar på annas tekstmelding,False,KSV20211013-1300_mix_838181_841302_1.wav,KSV20211013-1300_mix_838181_841302_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],svar på meldinga frå Anna,svar på meldingen fra Anna,3.727,svar på meldingen fra anna,False,KSV20211013-1300_mix_841302_845029_1.wav,KSV20211013-1300_mix_841302_845029_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],svar på meldinga til Anna er du snill,svar på meldingen til Anna er du snill,3.71,svar på meldingen til anna er du snill,False,KSV20211013-1300_mix_846030_849740_1.wav,KSV20211013-1300_mix_846030_849740_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],ver vennleg og svar på den meldinga,vennligst svar på den meldingen,3.048,vennligst svar på den meldingen,False,KSV20211013-1300_mix_849740_852788_1.wav,KSV20211013-1300_mix_849740_852788_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],ver så snill og diktér eit svar til Anna,vær så snill og diktér et svar til Anna,3.343,vær snill og diktér et svar til anna,False,KSV20211013-1300_mix_852788_856131_1.wav,KSV20211013-1300_mix_852788_856131_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],ver så snill og svar på meldinga frå Anna,vær så snill og svar på meldingen fra Anna,3.989,vær så snill og svar på meldingen fra anna,False,KSV20211013-1300_mix_856131_860120_1.wav,KSV20211013-1300_mix_856131_860120_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du svare på meldinga frå ho Anna,kan du svare på meldingen fra hun Anna,4.209,kan du svare på meldingen ifrå ho anna,False,KNV20201015-1325_mix_2709805_2714014_1.wav,KNV20201015-1325_mix_2709805_2714014_2.wav,KNV,north-west
meldinger,meldinger,svar på melding [til <kontakt>],svar ho Anna,svar hun Anna,2.316,svar ho anna,False,KNV20201015-1325_mix_2714014_2716330_1.wav,KNV20201015-1325_mix_2714014_2716330_2.wav,KNV,north-west
meldinger,meldinger,svar på melding [til <kontakt>],svar Anna,svar Anna,2.5,svar anna,False,KNV20201015-1325_mix_2716330_2718830_1.wav,KNV20201015-1325_mix_2716330_2718830_2.wav,KNV,north-west
meldinger,meldinger,svar på melding [til <kontakt>],diktér eit svar på Anna si melding,diktér et svar på Anna sin melding,2.79,diktér et svar på anna sin melding,False,KSV20201022-1315_mix_957297_960087_1.wav,KSV20201022-1315_mix_957297_960087_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],du kan gjerne svara Anna for meg,du kan gjerne svare Anna for meg,3.019,du kan gjerne svara anna for meg,False,KSV20201022-1315_mix_960087_963106_1.wav,KSV20201022-1315_mix_960087_963106_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],du må senda eit svar på den meldinga,du må sende et svar på den meldingen,3.004,du må senda et svar på den meldingen,False,KSV20201022-1315_mix_963106_966110_1.wav,KSV20201022-1315_mix_963106_966110_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],du må skriva eit svar til Anna,du må skrive et svar til Anna,2.958,du må skriva et svar til anna,False,KSV20201022-1315_mix_966110_969068_1.wav,KSV20201022-1315_mix_966110_969068_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],du må svara på Annas melding,du må svare på Annas melding,3.132,du må svara på annas melding,False,KSV20201022-1315_mix_969068_972200_1.wav,KSV20201022-1315_mix_969068_972200_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],du må svara på tekstmeldinga,du må svare på tekstmeldingen,2.85,du må svara på tekstmeldingen,False,KSV20201022-1315_mix_972200_975050_1.wav,KSV20201022-1315_mix_972200_975050_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],eg vil diktera eit svar på meldinga,jeg vil diktere et svar på meldingen,2.875,eg vil diktera et svar på meldingen,False,KSV20201022-1315_mix_975050_977925_1.wav,KSV20201022-1315_mix_975050_977925_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],eg vil gjerne senda eit svar til Anna,jeg vil gjerne sende et svar til Anna,2.501,eg vil gjerne senda et svar til anna,False,KSV20201022-1315_mix_980140_982641_1.wav,KSV20201022-1315_mix_980140_982641_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],eg vil gjerne senda eit svar på melding til Anna,jeg vil gjerne sende et svar på melding til Anna,2.882,eg vil gjerne senda et svar på melding til anna,False,KSV20201022-1315_mix_983770_986652_1.wav,KSV20201022-1315_mix_983770_986652_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],eg vil gjerne senda eit svar til Anna på meldinga,jeg vil gjerne sende et svar til Anna på meldingen,3.627,eg vil gjerne senda et svar til anna på meldingen,False,KSV20201022-1315_mix_986652_990279_1.wav,KSV20201022-1315_mix_986652_990279_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],eg vil svare på Annas melding,jeg vil svare på Annas melding,2.572,eg vil svare på annas melding,False,KSV20201022-1315_mix_990279_992851_1.wav,KSV20201022-1315_mix_990279_992851_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],eg vil svara på den tekstmeldinga,jeg vil svare på den tekstmeldingen,3.072,eg vil svara på den tekstmeldingen,False,KSV20201022-1315_mix_992851_995923_1.wav,KSV20201022-1315_mix_992851_995923_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],eg vil svara på SMS-en frå Anna,jeg vil svare på SMS-en fra Anna,3.773,eg vil svara på sms-en fra anna,False,KSV20201022-1315_mix_995923_999696_1.wav,KSV20201022-1315_mix_995923_999696_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du diktera ei tekstmelding til svar på Annas melding,kan du diktere en tekstmelding til svar på Annas melding,4.613,kan du diktera en tekstmelding til svar på annas melding,False,KSV20201022-1315_mix_999696_1004309_1.wav,KSV20201022-1315_mix_999696_1004309_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du diktera svar til Anna,kan du diktere svar til Anna,2.986,kan du diktera svar til anna,False,KSV20201022-1315_mix_1004309_1007295_1.wav,KSV20201022-1315_mix_1004309_1007295_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du senda eit svar på meldinga,kan du sende et svar på meldingen,3.261,kan du senda et svar på meldingen,False,KSV20201022-1315_mix_1010360_1013621_1.wav,KSV20201022-1315_mix_1010360_1013621_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du skriva svar til Anna,kan du skrive svar til Anna,2.959,kan du skriva svar til anna,False,KSV20201022-1315_mix_1014440_1017399_1.wav,KSV20201022-1315_mix_1014440_1017399_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du svara på Annas melding,kan du svare på Annas melding,4.303,kan du svara på annas melding,False,KSV20201022-1315_mix_1017399_1021702_1.wav,KSV20201022-1315_mix_1017399_1021702_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du svara på meldinga til Anna er du snill,kan du svare på meldingen til Anna er du snill,4.529,kan du svara på meldingen til anna er du snill,False,KSV20201022-1315_mix_1021702_1026231_1.wav,KSV20201022-1315_mix_1021702_1026231_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du vere vennleg og senda eit svar på SMS-en til Anna,kan du vennligst sende et svar på SMS-en til Anna,5.457,kan du vennligst senda et svar på sms-en til anna,False,KSV20201022-1315_mix_1026231_1031688_1.wav,KSV20201022-1315_mix_1026231_1031688_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan du vere så snill å svara på meldinga frå Anna,kan du være så snill å svare på meldingen fra Anna,3.173,kan du være så snill å svara på meldingen fra anna,False,KSV20201022-1315_mix_1036400_1039573_1.wav,KSV20201022-1315_mix_1036400_1039573_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],kan eg få diktera eit svar på tekstmeldinga,kan jeg få diktere et svar på tekstmeldingen,3.805,kan eg få diktera et svar på tekstmeldingen,False,KSV20201022-1315_mix_1039573_1043377_1.wav,KSV20201022-1315_mix_1039573_1043377_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],send eit svar på den meldinga,send et svar på den meldingen,2.788,send et svar på den meldingen,False,KSV20201022-1315_mix_1053970_1056758_1.wav,KSV20201022-1315_mix_1053970_1056758_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],send eit svar på meldinga takk,send et svar på meldingen takk,2.355,send et svar på meldingen takk,False,KSV20201022-1315_mix_1056758_1059113_1.wav,KSV20201022-1315_mix_1056758_1059113_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],send eit svar til Anna,send et svar til Anna,2.64,send et svar til anna,False,KSV20201022-1315_mix_1059113_1061753_1.wav,KSV20201022-1315_mix_1059113_1061753_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],skriv ei melding for meg og svar Anna,skriv en melding for meg og svar Anna,2.787,skriv en melding for meg og svar anna,False,KSV20201022-1315_mix_1061753_1064540_1.wav,KSV20201022-1315_mix_1061753_1064540_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],skriv ei melding som svar til Anna frå meg,skriv en melding som svar til Anna fra meg,3.586,skriv en melding som svar til anna fra meg,False,KSV20201022-1315_mix_1065780_1069366_1.wav,KSV20201022-1315_mix_1065780_1069366_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],skriv eit svar for meg er du snill,skriv et svar for meg er du snill,3.08,skriv et svar for meg er du snill,False,KSV20201022-1315_mix_1069366_1072446_1.wav,KSV20201022-1315_mix_1069366_1072446_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],skriv og send eit svar på SMS-en til Anna,skriv og send et svar på SMS-en til Anna,3.297,skriv og send et svar på sms-en til anna,False,KSV20201022-1315_mix_1072446_1075743_1.wav,KSV20201022-1315_mix_1072446_1075743_2.wav,KSV,south-west
meldinger,meldinger,svar på melding [til <kontakt>],svar Anna,svar Anna,1.278,svar anna,False,KSV20201022-1315_mix_1076950_1078228_1.wav,KSV20201022-1315_mix_1076950_1078228_2.wav,KSV,south-west
